Transaction Name,Organization Url,Organization Name,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Organization Description,Organization Industries,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,CB Rank (Funding Round),component--field-formatter href 3,,link-accent 5,link-accent 7
Pre Seed Round - Eddy,https://www.crunchbase.com/organization/eddvisor,Eddy,Pre-Seed,"$100,000 ",1-Nov-19,Seed,"$1,000,000 ",Yes,Eddy is a personalized guidance App that help high school students discover themselves and align them with the right career path.,Education,�,"$100,000 ",Seed,1,Jazeer Jamal,1,"465,833",https://www.geteddy.app/,,Dubai,United Arab Emirates
Seed Round - Distichain,https://www.crunchbase.com/organization/distichain,Distichain,Seed,"$565,000 ",1-Apr-20,Seed,"$10,000,000 ",Yes,"SaaS B2B marketplaces, integrated ecosystem of service providers, blockchain-based verification, supply-chain, trade finance.",Artificial Intelligence,�,"$940,000 ",Seed,3,,�,"257,249",http://www.distichain.com/,,Dubai,United Arab Emirates
Seed Round - Hopi Dubai,https://www.crunchbase.com/organization/hopi-8efc,Hopi Dubai,Seed,�,23-Jun-19,Seed,�,Yes,"Hopi is a brand new, monthly contact lens subscription service.",E-Commerce,�,�,Seed,1,Esanjo,1,"257,385",https://behopi.com/,,Dubai,United Arab Emirates
Seed Round - KeepVision,https://www.crunchbase.com/organization/keepvision,KeepVision,Seed,"$30,000 ",1-Feb-15,Seed,�,Yes,KeepVision offers a mobile application to monitor school children�s vision with the help of a smartphone.,Big Data,Less than $1M,"$30,000 ",Seed,1,TURN8,1,"423,888",http://keepvisionapp.com/,,Dubai,United Arab Emirates
Series A - GetLaundry,https://www.crunchbase.com/organization/getlaundry,GetLaundry,Series A,�,1-Apr-16,Early Stage Venture,�,Yes,Getlaundry and its app gathers all the hand-picked premium and economy laundries from the neighborhood in one single platform.,Customer Service,Less than $1M,�,Early Stage Venture,1,Mountain Partners,1,"425,246",http://getlaundry.ae/en,,Dubai,United Arab Emirates
Seed Round - Reportcard,https://www.crunchbase.com/organization/reportcard,Reportcard,Seed,�,5-Jul-18,Seed,�,Yes,Reportcard is a Student management Company.,Education,�,�,Seed,1,Arzan Venture Capital,1,"425,552",http://www.reportcardapps.com/,,Dubai,United Arab Emirates
Non Equity Assistance - 6 Sigma,https://www.crunchbase.com/organization/6-sigma,6 Sigma,Non-equity Assistance,�,1-Oct-16,�,�,No,Mobile technology to hack the habit formation cycle and fight addiction through pinpoint targeting of triggers and active intervention.,Enterprise Software,�,�,�,1,ASU Venture Devils,1,"428,547",http://www.6sigmagrp.com/,,Dubai,United Arab Emirates
Seed Round - Boksha,https://www.crunchbase.com/organization/boksha,Boksha,Seed,�,1-May-19,Seed,�,Yes,Boksha is an online fashion marketplace dedicated to showcase authentic designs made by emerging independent fashion designers.,E-Commerce,$1M to $10M,"$1,000,000 ",Seed,3,,�,"428,942",https://www.boksha.com/,,Dubai,United Arab Emirates
Seed Round - Invoice Bazaar,https://www.crunchbase.com/organization/invoice-bazaar-holdings-limited,Invoice Bazaar,Seed,�,20-Jan-16,Seed,�,Yes,Invoice Bazaar is a Fintech company that is focused on the financial inclusion of under-served Small and Mid-sized Enterprises (SME).,Financial Services,$1M to $10M,"$6,100,000 ",M&A,5,Tamarind Union,1,"268,408",https://invoicebazaar.com/,,Dubai,United Arab Emirates
Pre Seed Round - Starzly,https://www.crunchbase.com/organization/starzly,Starzly,Pre-Seed,�,10-Aug-20,Seed,�,Yes,A unique and personalized experience From your favorite celebrity.,Digital Entertainment,$1M to $10M,�,Seed,2,Jabbar Internet Group,3,"279,980",https://starzly.io/,,Dubai,United Arab Emirates
Seed Round - Buglance,https://www.crunchbase.com/organization/buglance,Buglance,Seed,"$570,000 ",1-Sep-18,Seed,�,Yes,Buglance is a crowdtesting platform.,Mobile Apps,�,"$755,000 ",Seed,4,500 Startups,3,"287,687",https://buglance.com/,,Dubai,United Arab Emirates
Venture Round - Oasis Ventures,https://www.crunchbase.com/organization/oasis-venture,Oasis Ventures,Venture - Series Unknown,�,1-Nov-11,�,�,Yes,Oasis Ventures provides its clients the opportunity to diversify their investment portfolios.,Finance,�,�,�,1,MVI (MENA Venture Investments),1,"293,427",http://www.oasisventures.net/,,Dubai,United Arab Emirates
Grant - PharmaVgate Academy,https://www.crunchbase.com/organization/pharmavgate-academy,PharmaVgate Academy,Grant,�,1-Feb-18,�,�,No,Pharmavgate Academy is Virtual Learning Hub for Pharmacists and healthcare professionals.,Information Technology,Less than $1M,�,�,1,,�,"293,934",https://www.pharmavgateacademy.com/,,Dubai,United Arab Emirates
Grant - Channels Inc.,https://www.crunchbase.com/organization/chanels,Channels Inc.,Grant,"AED50,000",5-Sep-20,�,�,No,Channels is a SaaS company focused on providing a communications platform for the physical worker rather than the remote.,Event Management,�,"$571,780 ",Seed,4,Dubai X-Series,1,"302,744",https://www.seechannels.tech/,,Dubai,United Arab Emirates
Seed Round - Search in MENA.com,https://www.crunchbase.com/organization/search-in-mena-com,Search in MENA.com,Seed,"$205,000 ",1-Jan-16,Seed,"$4,850,000 ",Yes,"It is a B2B marketplace listing products, services & companies in the MENA region",B2B,Less than $1M,"$630,000 ",Seed,6,,�,"303,444",http://www.searchinmena.com/,,Dubai,United Arab Emirates
Seed Round - Shala Online,https://www.crunchbase.com/organization/shala-online,Shala Online,Seed,"$10,000 ",1-Mar-20,Seed,�,Yes,The first streaming platform of yoga and meditation classes in Arabic and English that caters local content to the MENA region.,Fitness,�,"$10,000 ",Seed,1,,�,"303,460",https://www.shalaonline.com/app/en/home,,Dubai,United Arab Emirates
Grant - The Green Room,https://www.crunchbase.com/organization/thegreenroom,The Green Room,Grant,�,1-Feb-18,�,�,No,The Green Room is a marketplace for performers and artists to share their music.,Music,�,�,�,1,,�,"308,328",https://www.thegreenroom.ae/,,Sharjah,United Arab Emirates
Pre Seed Round - SBK company,https://www.crunchbase.com/organization/sbk-company,SBK company,Pre-Seed,"$50,000 ",4-May-17,Seed,�,Yes,�SBK� LLC is a start-up company that is engaged in development of safety systems and computer-controlled monitoring for public transport,Manufacturing,�,"$50,000 ",Seed,1,,�,"309,020",http://company-sbk.ru/,,Dubai,United Arab Emirates
Grant - The Concept,https://www.crunchbase.com/organization/the-concept,The Concept,Grant,"AED50,000",6-Dec-16,�,�,No,The Concept is a product development. Our aim is to address and help industries become more sustainable with our solutions and methodology.,Consulting,�,"$23,613 ",Seed,2,Intelak Hub,1,"467,352",https://www.the-concept.co/,,Abu Dhabi,United Arab Emirates
Seed Round - Tech Backpack,https://www.crunchbase.com/organization/tech-backpack,Tech Backpack,Seed,"$24,000 ",11-Aug-12,Seed,�,Yes,SM publishing tools for storytellers.,Content,Less than $1M,"$24,000 ",Seed,1,i360accelerator,1,"468,508",http://www.techbackpack.org/,,Dubai,United Arab Emirates
Pre Seed Round - Aucust,https://www.crunchbase.com/organization/aucust,Aucust,Pre-Seed,�,21-Jan-21,Seed,"$3,000,000 ",Yes,Design create & build your custom car with Aucust Studio.,Augmented Reality,�,�,Seed,1,,�,"326,115",https://www.aucust.com/,,Dubai,United Arab Emirates
Seed Round - WakeCap Technologies,https://www.crunchbase.com/organization/wakecap-technologies,WakeCap Technologies,Seed,"$300,000 ",24-May-18,Seed,�,Yes,WakeCap is an IoT-based enterprise solution to improve safety & productivity in the construction site,Construction,�,"$2,460,000 ",�,8,Consolidated Contractors Company,1,"326,832",http://www.wakecap.com/,,Dubai,United Arab Emirates
Seed Round - Listaproperty,https://www.crunchbase.com/organization/listaproperty,Listaproperty,Seed,"$700,000 ",17-Mar-17,Seed,"$2,000,000 ",Yes,Lisaproperty is the Middle East and North African (MENA) region's leading real estate portal,Marketplace,$1M to $10M,"$700,000 ",Seed,1,,�,"469,347",http://www.listaproperty.com/,,Dubai,United Arab Emirates
Pre Seed Round - BluePhin,https://www.crunchbase.com/organization/bluephin,BluePhin,Pre-Seed,�,1-Feb-18,Seed,�,Yes,BluePhin is a smart robot that can collect floating waste in commercial water bodies.,Robotics,�,�,Seed,1,,�,"327,259",https://www.bluephin.io/,,Sharjah,United Arab Emirates
Seed Round - Dubai-ing,https://www.crunchbase.com/organization/dubai-ing,Dubai-ing,Seed,"$5,000 ",6-May-15,Seed,�,Yes,Group Friendship Network : The Next Generation of Social Networks.,Apps,�,"$5,000 ",Seed,1,,�,"470,789",http://www.dubaiing.com/,,Dubai,United Arab Emirates
Seed Round - Feund,https://www.crunchbase.com/organization/feund,Feund,Seed,"$12,000 ",28-Sep-16,Seed,"$100,000 ",Yes,A marketplace for services,Information Technology,�,"$14,000 ",Seed,2,Nihal Mohammad Shaikh,1,"471,080",https://feund.com/,,Dubai,United Arab Emirates
Seed Round - 3sixty,https://www.crunchbase.com/organization/3sixty-4cd1,3sixty,Seed,"$300,000 ",20-Jan-18,Seed,�,Yes,3sixty is the UAE's first and only business intelligence network.,Business Intelligence,Less than $1M,"$300,000 ",Seed,1,ASA Ventures,1,"473,268",http://3sixty.ae/,,Dubai,United Arab Emirates
Seed Round - Sakkini,https://www.crunchbase.com/organization/sakkini,Sakkini,Seed,�,15-Feb-15,Seed,�,Yes,A property portal that empowers consumers with information and tools to make smart decisions about properties for sale and rent.,Advertising Platforms,Less than $1M,�,Seed,1,Flat6Labs,2,"474,478",http://sakkini.com/,,Abu Dhabi,United Arab Emirates
Pre Seed Round - Brapper,https://www.crunchbase.com/organization/brapper,Brapper,Pre-Seed,"$100,000 ",1-Apr-18,Seed,�,Yes,Brapper - No1 Social Network for motorcycle riders. iOS/Android Mobile App,Information Technology,�,"$100,000 ",Seed,1,,�,"334,946",https://brapper.com/,,Dubai,United Arab Emirates
Seed Round - Marefa Digital,https://www.crunchbase.com/organization/marefa-digital,Marefa Digital,Seed,"$544,000 ",15-Jan-18,Seed,"$4,900,000 ",Yes,"Marefa Digita, an EdTech company that provides Arab professionals with eLearning tools and content to create, publish and learn in Arabic.",E-Learning,�,"$1,641,000 ",Seed,4,,�,"475,341",https://marefadigital.com/,,Dubai,United Arab Emirates
Seed Round - hotelsmap.com,https://www.crunchbase.com/organization/hotelsmap-com,hotelsmap.com,Seed,"$5,000 ",10-Dec-09,Seed,�,Yes,"hotelsmap is a U.A.E.-based company that enables its users to search, compare, and book hotels around the world.",E-Commerce,�,"$5,000 ",Seed,1,,�,"340,205",http://www.hotelsmap.com/,,Dubai,United Arab Emirates
Grant - Peliere,https://www.crunchbase.com/organization/peliere,Peliere,Grant,"AED50,000",1-May-18,�,�,No,"Peliere, streamlines the logistics industry by creating a platform to facilitate charter and part-charter services.",Logistics,�,"AED50,000",�,1,Intelak Hub,1,"476,760",http://www.naemys.com/peliere.html,,Dubai,United Arab Emirates
Pre Seed Round - Khatawat,https://www.crunchbase.com/organization/khatawat,Khatawat,Pre-Seed,�,1-Feb-18,Seed,�,Yes,"A digital learning Arabic platfoem that equipes Arab couples and parents to maintain healthy, successful and happy families.",E-Learning,�,�,Seed,1,,�,"477,683",https://www.khatawat.ae/#!,,Sharjah,United Arab Emirates
Pre Seed Round - YallaParking,https://www.crunchbase.com/organization/yallaparking,YallaParking,Pre-Seed,"$50,000 ",1-Dec-19,Seed,�,Yes,"Life is stressful enough, finding parking shouldn't be.",Automotive,�,"$152,000 ",Seed,3,500 Falcons,1,"344,834",https://www.yallaparking.com/,,Dubai,United Arab Emirates
Seed Round - Camelan,https://www.crunchbase.com/organization/camelan,Camelan,Seed,�,31-Jan-21,Seed,�,Yes,Camelan buy and sell everything related to pets using video!,Classifieds,�,�,Seed,1,Y Combinator,1,"345,089",https://www.camelan.com/,,Dubai,United Arab Emirates
Seed Round - VVIP,https://www.crunchbase.com/organization/vvip,VVIP,Seed,"$2,500,000 ",24-Sep-18,Seed,�,Yes,Proud to be the first to offer a true global digital concierge service.,Digital Media,Less than $1M,"$2,500,000 ",Seed,1,Pecunio,1,"345,129",http://www.vvip.co/,,Dubai,United Arab Emirates
Seed Round - Bankiom,https://www.crunchbase.com/organization/bankiom,Bankiom,Seed,�,1-Apr-20,Seed,�,Yes,Bankiom is a digital bank for millennials and mobile natives.,Banking,�,�,Seed,1,500 Startups,1,"346,052",https://www.bankiom.com/,,Dubai,United Arab Emirates
Pre Seed Round - E Dollar Coin,https://www.crunchbase.com/organization/e-dollar-coin,E Dollar Coin,Pre-Seed,"$5,000 ",8-Aug-16,Seed,"$1,000,000 ",Yes,Cryptocurrency unlike no other,Finance,�,"$8,000 ",M&A,2,Nihal Mohammad Shaikh,2,"478,219",https://edollarcoin.com/,,Dubai,United Arab Emirates
Pre Seed Round - Switch Planes,https://www.crunchbase.com/organization/switch-planes,Switch Planes,Pre-Seed,"$20,000 ",17-Nov-18,Seed,"$150,000 ",Yes,Hologram Advertising,Advertising,�,"$30,000 ",M&A,2,Tajir Al Youm,1,"478,358",https://switchplanes.com/,,Dubai,United Arab Emirates
Pre Seed Round - Digital Holdings,https://www.crunchbase.com/organization/digital-holdings,Digital Holdings,Pre-Seed,"$50,000 ",1-Oct-18,Seed,"$1,000,000 ",Yes,Digital Holdings is a Digital Asset exchange for the Middle East and education platform for users worldwide.,Bitcoin,�,"$50,000 ",Seed,1,KBW Ventures,1,"478,649",http://www.digitalholdings.ae/,,Dubai,United Arab Emirates
Private Equity Round - Abaad Embodied Design LLC,https://www.crunchbase.com/organization/abaad-embodied-design-llc,Abaad Embodied Design LLC,Private Equity,�,1-Jan-12,Private Equity,�,Yes,Abaad offers 3D solutions and services that help organizations achieve economical results in quick time.,3D Printing,Less than $1M,�,Private Equity,1,,�,"478,748",http://www.abaad.ae/,,Abu Dhabi,United Arab Emirates
Series A - Coded Minds,https://www.crunchbase.com/organization/coded-minds,Coded Minds,Series A,"AED10,000,000",15-Mar-19,Early Stage Venture,"AED30,000,000",Yes,Coded Minds is a Dubai-based education technology firm.,Education,$1M to $10M,"AED10,000,000",Early Stage Venture,1,Alarabi Investments,1,"479,325",http://coded-minds.org/,,Dubai,United Arab Emirates
Pre Seed Round - Why Bolt,https://www.crunchbase.com/organization/why-bolt,Why Bolt,Pre-Seed,"AED1,000,000",9-Sep-20,Seed,"AED5,000,000",Yes,"Consultancy, Investments, Due Diligence, Accelerator, Hackathons, Corporate Innovation Workshops",,�,"AED1,000,000",Seed,1,,�,"348,992",https://www.whybolt.com/,,Dubai,United Arab Emirates
Non Equity Assistance - Augmental,https://www.crunchbase.com/organization/augmental-s-a-l,Augmental,Non-equity Assistance,�,1-Sep-19,�,�,No,Augmental is an educational technology solution initially targeting students where courses are adapted to each student�s learning abilities.,EdTech,�,"$112,000 ",�,6,Hackquarters,1,"354,090",http://augmental.education/,,Abu Dhabi,United Arab Emirates
Grant - Bookends,https://www.crunchbase.com/organization/bookends,Bookends,Grant,"AED36,700",12-Aug-20,�,�,No,Bookends in an online portal for buying & selling second hand books at the most affordable prices.,E-Commerce,�,"AED86,700",�,3,Crescent Enterprises Venture Capital,2,"354,379",https://bookends.ae/,,Sharjah,United Arab Emirates
Seed Round - QIDZ LLC,https://www.crunchbase.com/organization/qidz-llc,QIDZ LLC,Seed,"$18,615 ",1-Nov-18,Seed,�,Yes,"QiDZ is a mobile platform that allows parents to find, plan, and book kid-friendly activities.",Apps,$1M to $10M,"$1,878,615 ",Seed,7,,�,"354,509",http://www.qidz.com/,,Dubai,United Arab Emirates
Grant - Qafila FZ LLC,https://www.crunchbase.com/organization/qafila-fz-llc,Qafila FZ LLC,Grant,"AED50,000",2-Oct-19,�,�,No,"Qafila moves freight by simplifying logistics. With a simple touch. swipe or even a click you can do things like Book, Ship and Track.",Freight Service,�,"AED50,000",�,1,Intelak Hub,1,"356,181",http://www.qafila.com/,,Dubai,United Arab Emirates
Seed Round - Loyyal,https://www.crunchbase.com/organization/loyyal,Loyyal,Seed,"$1,500,000 ",20-Feb-16,Seed,"$5,000,000 ",Yes,Loyyal is a loyalty and rewards platform that brings interoperability to the currently fragmented industry.,Blockchain,$1M to $10M,"$5,000,000 ",�,5,Hayaat Group,1,"480,919",http://www.loyyal.com/,,Dubai,United Arab Emirates
Seed Round - She is Arab,https://www.crunchbase.com/organization/she-is-arab,She is Arab,Seed,"$10,000 ",1-Mar-20,Seed,�,Yes,She is Arab is an online platform dedicated to underrepresented Arab women offering professional development solutions.,Events,Less than $1M,"$10,000 ",Seed,1,,�,"173,126",https://sheisarab.com/,,Dubai,United Arab Emirates
Seed Round - LetMySpace.com,https://www.crunchbase.com/organization/letmyspace-com,LetMySpace.com,Seed,"$300,000 ",16-Nov-16,Seed,�,Yes,LetMySpace.com is an agent free rental property platform in the UAE.,Rental,�,"$300,000 ",Seed,1,,�,"173,259",https://www.letmyspace.com/,,Dubai,United Arab Emirates
Seed Round - YACOB,https://www.crunchbase.com/organization/yacob,YACOB,Seed,�,9-Oct-19,Seed,�,Yes,"YACOB is a nutrition management platform that facilitates communication between children, parents, schools & food vendors.",Education,�,"$655,000 ",Seed,6,500 Startups,1,"173,591",https://www.yacob.com/,,Dubai,United Arab Emirates
